Index	Genetic_ID	Source	Date_mean	Group_ID	Locality	Country	Latitude	Longitude	Sex	Culture
HGDP01161.SDG	HGDP01161	BergstromScience2020	0	Italian_North.SDG	..	Italy	43	11	M	Italian_North_0
HGDP01063.SDG	HGDP01063	BergstromScience2020	0	Sardinian.SDG	..	Italy	40	9	M	Sardinian_0
HGDP00912.SDG	HGDP00912	BergstromScience2020	0	Mandenka.SDG	..	Senegal	12	-12	M	no
HGDP00595.SDG	HGDP00595	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	M	no
HGDP00621.SDG	HGDP00621	BergstromScience2020	0	Ignore_BedouinB_1.SDG	..	Israel	31	35	M	no
HGDP00623.SDG	HGDP00623	BergstromScience2020	0	BedouinB.SDG	..	Israel	31	35	M	no
HGDP01269.SDG	HGDP01269	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	M	no
HGDP00685.SDG	HGDP00685	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP01067.SDG	HGDP01067	BergstromScience2020	0	Sardinian.SDG	..	Italy	40	9	M	Sardinian_0
HGDP01167.SDG	HGDP01167	BergstromScience2020	0	Italian_North.SDG	..	Italy	43	11	M	Italian_North_0
HGDP01069.SDG	HGDP01069	BergstromScience2020	0	Sardinian.SDG	..	Italy	40	9	M	Sardinian_0
HGDP00696.SDG	HGDP00696	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00687.SDG	HGDP00687	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	F	no
HGDP00121.SDG	HGDP00121	BergstromScience2020	0	Hazara.SDG	..	Pakistan	33.49855601	70	M	no
HGDP00388.SDG	HGDP00388	BergstromScience2020	0	Burusho.SDG	..	Pakistan	36.49838568	74	M	no
HGDP01248.SDG	HGDP01248	BergstromScience2020	0	Xibo.SDG	..	China	43.49792973	81.5	M	no
HGDP00698.SDG	HGDP00698	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00037.SDG	HGDP00037	BergstromScience2020	0	Brahui.SDG	..	Pakistan	30.49871492	66.5	M	no
HGDP00307.SDG	HGDP00307	BergstromScience2020	0	Kalash.SDG	..	Pakistan	35.99366014	71.5	M	no
HGDP00407.SDG	HGDP00407	BergstromScience2020	0	Burusho.SDG	..	Pakistan	36.49838568	74	M	no
HGDP00259.SDG	HGDP00259	BergstromScience2020	0	Pathan.SDG	..	Pakistan	33.48700562	70.5	M	no
HGDP00571.SDG	HGDP00571	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	F	no
HGDP00873.SDG	HGDP00873	BergstromScience2020	0	Mayan.SDG	..	Mexico	19	-91	F	no
HGDP00663.SDG	HGDP00663	BergstromScience2020	0	Nasioi.SDG	Bougainville	Papua New Guinea	-6.48	155.83	F	no
HGDP01041.SDG	HGDP01041	BergstromScience2020	0	Pima.SDG	..	Mexico	29	-108	F	no
HGDP00999.SDG	HGDP00999	BergstromScience2020	0	Karitiana.SDG	..	Brazil	-10	-63	F	no
HGDP00704.SDG	HGDP00704	BergstromScience2020	0	Piapoco.SDG	..	Colombia	3	-68	F	no
HGDP01277.SDG	HGDP01277	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	F	no
HGDP01152.SDG	HGDP01152	BergstromScience2020	0	Italian_North.SDG	..	Italy	46	10	M	Italian_North_0
HGDP00708.SDG	HGDP00708	BergstromScience2020	0	Piapoco.SDG	..	Colombia	3	-68	U	no
HGDP00869.SDG	HGDP00869	BergstromScience2020	0	Mayan_o1.SDG	..	Mexico	19	-91	F	no
HGDP00909.SDG	HGDP00909	BergstromScience2020	0	Mandenka.SDG	..	Senegal	12	-12	F	no
HGDP00641.SDG	HGDP00641	BergstromScience2020	0	BedouinB.SDG	..	Israel	31	35	M	no
HGDP00591.SDG	HGDP00591	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	F	no
HGDP00643.SDG	HGDP00643	BergstromScience2020	0	BedouinB.SDG	..	Israel	31	35	F	no
HGDP00676.SDG	HGDP00676	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	M	no
HGDP01369.SDG	HGDP01369	BergstromScience2020	0	Ignore_Basque.SDG	..	France	43	0	F	Basque_0
HGDP00640.SDG	HGDP00640	BergstromScience2020	0	BedouinB.SDG	..	Israel	31	35	M	no
HGDP00810.SDG	HGDP00810	BergstromScience2020	0	Orcadian.SDG	..	Orkney Islands	59	-3	M	Orcadian_0
HGDP00673.SDG	HGDP00673	BergstromScience2020	0	Sardinian.SDG	..	Italy	40	9	F	Sardinian_0
HGDP01379.SDG	HGDP01379	BergstromScience2020	0	Basque.SDG	..	France	43	0	M	Basque_0
HGDP00577.SDG	HGDP00577	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	F	no
HGDP00686.SDG	HGDP00686	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00614.SDG	HGDP00614	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	F	no
HGDP00732.SDG	HGDP00732	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	M	no
HGDP01268.SDG	HGDP01268	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	M	no
HGDP00054.SDG	HGDP00054	BergstromScience2020	0	Balochi.SDG	..	Pakistan	30.49871492	66.5	M	no
HGDP00191.SDG	HGDP00191	BergstromScience2020	0	Sindhi_Pakistan.SDG	..	Pakistan	25.49063551	69	M	no
HGDP00311.SDG	HGDP00311	BergstromScience2020	0	Kalash.SDG	..	Pakistan	35.99366014	71.5	M	no
HGDP00669.SDG	HGDP00669	BergstromScience2020	0	Sardinian.SDG	..	Italy	40	9	F	Sardinian_0
HGDP01072.SDG	HGDP01072	BergstromScience2020	0	Sardinian.SDG	..	Italy	40	9	F	Sardinian_0
HGDP01162.SDG	HGDP01162	BergstromScience2020	0	Italian_North.SDG	..	Italy	43	11	M	Italian_North_0
HGDP00995.SDG	HGDP00995	BergstromScience2020	0	Karitiana.SDG	..	Brazil	-10	-63	F	no
HGDP00876.SDG	HGDP00876	BergstromScience2020	0	Mayan_o2.SDG	..	Mexico	19	-91	F	no
HGDP00854.SDG	HGDP00854	BergstromScience2020	0	Mayan.SDG	..	Mexico	19	-91	F	no
HGDP00875.SDG	HGDP00875	BergstromScience2020	0	Mayan.SDG	..	Mexico	19	-91	F	no
HGDP01056.SDG	HGDP01056	BergstromScience2020	0	Pima.SDG	..	Mexico	29	-108	U	no
HGDP00752.SDG	HGDP00752	BergstromScience2020	0	Japanese.SDG	..	Japan	38	138	M	no
HGDP01058.SDG	HGDP01058	BergstromScience2020	0	Pima.SDG	..	Mexico	29	-108	F	no
HGDP00753.SDG	HGDP00753	BergstromScience2020	0	Japanese.SDG	..	Japan	38	138	M	no
HGDP00832.SDG	HGDP00832	BergstromScience2020	0	Surui.SDG	..	Brazil	-11	-62	F	no
HGDP00727.SDG	HGDP00727	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	M	no
HGDP00679.SDG	HGDP00679	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00688.SDG	HGDP00688	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP01260.SDG	HGDP01260	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	M	no
HGDP00635.SDG	HGDP00635	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	F	no
HGDP00672.SDG	HGDP00672	BergstromScience2020	0	Tuscan_2.SDG	Tuscany	Italy	..	..	F	Tuscan_0
HGDP01378.SDG	HGDP01378	BergstromScience2020	0	Basque.SDG	..	France	43	0	M	Basque_0
HGDP00557.SDG	HGDP00557	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	F	no
HGDP00678.SDG	HGDP00678	BergstromScience2020	0	Druze_oAfrican.SDG	Carmel	Israel	32	35	M	no
HGDP01254.SDG	HGDP01254	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	F	no
HGDP01217.SDG	HGDP01217	BergstromScience2020	0	Daur.SDG	..	China	48.49753416	124	M	no
HGDP00638.SDG	HGDP00638	BergstromScience2020	0	BedouinB.SDG	..	Israel	31	35	F	no
HGDP00618.SDG	HGDP00618	BergstromScience2020	0	BedouinB.SDG	..	Israel	31	35	M	no
HGDP00949.SDG	HGDP00949	BergstromScience2020	0	Ignore_Yakut_1.SDG	..	Russia	62.98287845	129.5	M	no
HGDP00759.SDG	HGDP00759	BergstromScience2020	0	Japanese.SDG	..	Japan	38	138	M	no
HGDP00230.SDG	HGDP00230	BergstromScience2020	0	Pathan.SDG	..	Pakistan	33.48700562	70.5	M	no
HGDP00068.SDG	HGDP00068	BergstromScience2020	0	Balochi.SDG	..	Pakistan	30.49871492	66.5	M	no
HGDP00029.SDG	HGDP00029	BergstromScience2020	0	Ignore_Brahui.SDG	..	Pakistan	30.49871492	66.5	M	no
HGDP00553.SDG	HGDP00553	BergstromScience2020	0	Papuan.SDG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	M	no
HGDP00615.SDG	HGDP00615	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	F	no
HGDP01309.SDG	HGDP01309	BergstromScience2020	0	Dai.SDG	..	China	21	100	M	no
HGDP01060.SDG	HGDP01060	BergstromScience2020	0	Pima.SDG	..	Mexico	29	-108	M	no
HGDP00628.SDG	HGDP00628	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	M	no
HGDP00859.SDG	HGDP00859	BergstromScience2020	0	Mayan.SDG	..	Mexico	19	-91	F	no
HGDP01053.SDG	HGDP01053	BergstromScience2020	0	Pima.SDG	..	Mexico	29	-108	F	no
HGDP01027.SDG	HGDP01027	BergstromScience2020	0	Nasioi.SDG	Bougainville	Papua New Guinea	-6.48	155.83	F	no
HGDP00805.SDG	HGDP00805	BergstromScience2020	0	Orcadian.SDG	..	Orkney Islands	59	-3	F	Orcadian_0
HGDP00872.SDG	HGDP00872	BergstromScience2020	0	Mayan.SDG	..	Mexico	19	-91	F	no
HGDP00594.SDG	HGDP00594	BergstromScience2020	0	Ignore_Palestinian(relative)_o.SDG	..	Israel	32	35	M	no
HGDP00624.SDG	HGDP00624	BergstromScience2020	0	BedouinB.SDG	..	Israel	31	35	M	no
HGDP00598.SDG	HGDP00598	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	M	no
HGDP00647.SDG	HGDP00647	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	F	no
HGDP00735.SDG	HGDP00735	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00699.SDG	HGDP00699	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00602.SDG	HGDP00602	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	M	no
HGDP00586.SDG	HGDP00586	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	F	no
HGDP00648.SDG	HGDP00648	BergstromScience2020	0	BedouinB.SDG	..	Israel	31	35	M	no
HGDP01239.SDG	HGDP01239	BergstromScience2020	0	Hezhen.SDG	..	China	47.4976192	133.5	M	no
HGDP00690.SDG	HGDP00690	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00017.SDG	HGDP00017	BergstromScience2020	0	Brahui.SDG	..	Pakistan	30.49871492	66.5	M	no
HGDP01270.SDG	HGDP01270	BergstromScience2020	0	Mozabite_oSubSaharan.SDG	..	Algeria	32	3	F	no
HGDP00444.SDG	HGDP00444	BergstromScience2020	0	Burusho.SDG	..	Pakistan	36.49838568	74	F	no
HGDP00197.SDG	HGDP00197	BergstromScience2020	0	Sindhi_Pakistan.SDG	..	Pakistan	25.49063551	69	M	no
HGDP00560.SDG	HGDP00560	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	F	no
HGDP01059.SDG	HGDP01059	BergstromScience2020	0	Pima.SDG	..	Mexico	29	-108	M	no
HGDP00849.SDG	HGDP00849	BergstromScience2020	0	Surui.SDG	..	Brazil	-11	-62	M	no
HGDP01276.SDG	HGDP01276	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	F	no
HGDP01262.SDG	HGDP01262	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	M	no
HGDP00906.SDG	HGDP00906	BergstromScience2020	0	Mandenka.SDG	..	Senegal	12	-12	M	no
HGDP00625.SDG	HGDP00625	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	M	no
HGDP01282.SDG	HGDP01282	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	M	no
HGDP01373.SDG	HGDP01373	BergstromScience2020	0	Basque.SDG	..	France	43	0	F	Basque_0
HGDP00607.SDG	HGDP00607	BergstromScience2020	0	BedouinB.SDG	..	Israel	31	35	F	no
HGDP00683.SDG	HGDP00683	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00738.SDG	HGDP00738	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00739.SDG	HGDP00739	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00629.SDG	HGDP00629	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	M	no
HGDP00746.SDG	HGDP00746	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	U	no
HGDP00619.SDG	HGDP00619	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	M	no
HGDP00636.SDG	HGDP00636	BergstromScience2020	0	BedouinB.SDG	..	Israel	31	35	F	no
HGDP00574.SDG	HGDP00574	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	F	no
HGDP01370.SDG	HGDP01370	BergstromScience2020	0	Basque.SDG	..	France	43	0	M	Basque_0
HGDP01077.SDG	HGDP01077	BergstromScience2020	0	Sardinian.SDG	..	Italy	40	9	M	Sardinian_0
HGDP00587.SDG	HGDP00587	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	F	no
HGDP00599.SDG	HGDP00599	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	M	no
HGDP01174.SDG	HGDP01174	BergstromScience2020	0	Italian_North.SDG	..	Italy	46	10	M	Italian_North_0
HGDP00637.SDG	HGDP00637	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	F	no
HGDP00677.SDG	HGDP00677	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	M	no
HGDP00748.SDG	HGDP00748	BergstromScience2020	0	Japanese.SDG	..	Japan	38	138	M	no
HGDP00171.SDG	HGDP00171	BergstromScience2020	0	Sindhi_Pakistan.SDG	..	Pakistan	25.49063551	69	M	no
HGDP00041.SDG	HGDP00041	BergstromScience2020	0	Brahui.SDG	..	Pakistan	30.49871492	66.5	M	no
HGDP00023.SDG	HGDP00023	BergstromScience2020	0	Brahui.SDG	..	Pakistan	30.49871492	66.5	M	no
HGDP01372.SDG	HGDP01372	BergstromScience2020	0	Ignore_Basque.SDG	..	France	43	0	M	Basque_0
HGDP01151.SDG	HGDP01151	BergstromScience2020	0	Italian_North.SDG	..	Italy	46	10	M	Italian_North_0
HGDP00558.SDG	HGDP00558	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	F	no
HGDP01275.SDG	HGDP01275	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	F	no
HGDP00454.SDG	HGDP00454	BergstromScience2020	0	Biaka.SDG	..	Central African Republic	4	17	M	no
HGDP00860.SDG	HGDP00860	BergstromScience2020	0	Mayan_o2.SDG	..	Mexico	19	-91	F	no
HGDP00455.SDG	HGDP00455	BergstromScience2020	0	Biaka.SDG	..	Central African Republic	4	17	M	no
HGDP00549.SDG	HGDP00549	BergstromScience2020	0	Papuan.SDG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	M	no
HGDP00861.SDG	HGDP00861	BergstromScience2020	0	Mayan_o1.SDG	..	Mexico	19	-91	F	no
HGDP00551.SDG	HGDP00551	BergstromScience2020	0	Ignore_Papuan(discovery).SDG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	M	no
HGDP00611.SDG	HGDP00611	BergstromScience2020	0	BedouinB.SDG	..	Israel	31	35	M	no
HGDP00730.SDG	HGDP00730	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	M	no
HGDP00745.SDG	HGDP00745	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00564.SDG	HGDP00564	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	F	no
HGDP01377.SDG	HGDP01377	BergstromScience2020	0	Basque.SDG	..	France	43	0	M	Basque_0
HGDP00666.SDG	HGDP00666	BergstromScience2020	0	Sardinian.SDG	..	Italy	40	9	M	Sardinian_0
HGDP00959.SDG	HGDP00959	BergstromScience2020	0	Ignore_Yakut_2.SDG	..	Russia	62.98287845	129.5	F	no
HGDP01271.SDG	HGDP01271	BergstromScience2020	0	Mozabite_oSubSaharan.SDG	..	Algeria	32	3	M	no
HGDP00433.SDG	HGDP00433	BergstromScience2020	0	Burusho.SDG	..	Pakistan	36.49838568	74	M	no
HGDP00397.SDG	HGDP00397	BergstromScience2020	0	Ignore_Burusho.SDG	..	Pakistan	36.49838568	74	M	no
HGDP00237.SDG	HGDP00237	BergstromScience2020	0	Pathan.SDG	..	Pakistan	33.48700562	70.5	F	no
HGDP00806.SDG	HGDP00806	BergstromScience2020	0	Orcadian.SDG	..	Orkney Islands	59	-3	F	Orcadian_0
HGDP01177.SDG	HGDP01177	BergstromScience2020	0	Italian_North.SDG	..	Italy	46	10	F	Italian_North_0
HGDP01302.SDG	HGDP01302	BergstromScience2020	0	Uyghur.SDG	Yili	China	44	81	M	no
HGDP00804.SDG	HGDP00804	BergstromScience2020	0	Orcadian.SDG	..	Orkney Islands	59	-3	M	Orcadian_0
HGDP01019.SDG	HGDP01019	BergstromScience2020	0	Karitiana.SDG	..	Brazil	-10	-63	M	no
HGDP01055.SDG	HGDP01055	BergstromScience2020	0	Pima.SDG	..	Mexico	29	-108	M	no
HGDP00729.SDG	HGDP00729	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	M	no
HGDP01010.SDG	HGDP01010	BergstromScience2020	0	Karitiana.SDG	..	Brazil	-10	-63	U	no
HGDP01014.SDG	HGDP01014	BergstromScience2020	0	Karitiana.SDG	..	Brazil	-10	-63	U	no
HGDP00871.SDG	HGDP00871	BergstromScience2020	0	Mayan_o2.SDG	..	Mexico	19	-91	F	no
HGDP00862.SDG	HGDP00862	BergstromScience2020	0	Mayan.SDG	..	Mexico	19	-91	F	no
HGDP00634.SDG	HGDP00634	BergstromScience2020	0	Palestinian_o2.SDG	..	Israel	32	35	F	no
HGDP00693.SDG	HGDP00693	BergstromScience2020	0	Ignore_Palestinian(relative).SDG	..	Israel	32	35	F	no
HGDP00644.SDG	HGDP00644	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	M	no
HGDP00613.SDG	HGDP00613	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	F	no
HGDP00654.SDG	HGDP00654	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	M	no
HGDP00734.SDG	HGDP00734	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	M	no
HGDP00645.SDG	HGDP00645	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	M	no
HGDP01267.SDG	HGDP01267	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	U	no
HGDP00701.SDG	HGDP00701	BergstromScience2020	0	BedouinB.SDG	..	Israel	31	35	F	no
HGDP00733.SDG	HGDP00733	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	M	no
HGDP00744.SDG	HGDP00744	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP01208.SDG	HGDP01208	BergstromScience2020	0	Oroqen.SDG	..	China	50.43389257	126.5	M	no
HGDP00302.SDG	HGDP00302	BergstromScience2020	0	Kalash.SDG	..	Pakistan	35.99366014	71.5	M	no
HGDP01380.SDG	HGDP01380	BergstromScience2020	0	Basque.SDG	..	France	43	0	F	Basque_0
HGDP00795.SDG	HGDP00795	BergstromScience2020	0	Orcadian.SDG	..	Orkney Islands	59	-3	M	Orcadian_0
HGDP00913.SDG	HGDP00913	BergstromScience2020	0	Mandenka.SDG	..	Senegal	12	-12	M	no
HGDP01258.SDG	HGDP01258	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	M	no
HGDP00864.SDG	HGDP00864	BergstromScience2020	0	Mayan.SDG	..	Mexico	19	-91	F	no
HGDP01339.SDG	HGDP01339	BergstromScience2020	0	Naxi.SDG	..	China	26	100	M	no
HGDP00568.SDG	HGDP00568	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	U	no
HGDP01280.SDG	HGDP01280	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	F	no
HGDP01261.SDG	HGDP01261	BergstromScience2020	0	Mozabite_oSubSaharan.SDG	..	Algeria	32	3	M	no
HGDP00622.SDG	HGDP00622	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	M	no
HGDP01264.SDG	HGDP01264	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	M	no
HGDP00692.SDG	HGDP00692	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00736.SDG	HGDP00736	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00612.SDG	HGDP00612	BergstromScience2020	0	BedouinB.SDG	..	Israel	31	35	F	no
HGDP00740.SDG	HGDP00740	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00584.SDG	HGDP00584	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	F	no
HGDP00600.SDG	HGDP00600	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	M	no
HGDP00627.SDG	HGDP00627	BergstromScience2020	0	Ignore_BedouinB_2.SDG	..	Israel	31	35	M	no
HGDP01374.SDG	HGDP01374	BergstromScience2020	0	Basque.SDG	..	France	43	0	M	Basque_0
HGDP00542.SDG	HGDP00542	BergstromScience2020	0	Ignore_Papuan.SDG	New Guinea, Iatmul and Kwoma societies of the Middle Sepik River region	Papua New Guinea	-4	143	M	no
HGDP00559.SDG	HGDP00559	BergstromScience2020	0	Palestinian_o1.SDG	..	Israel	32	35	F	no
HGDP00838.SDG	HGDP00838	BergstromScience2020	0	Surui.SDG	..	Brazil	-11	-62	F	no
HGDP01301.SDG	HGDP01301	BergstromScience2020	0	Uyghur.SDG	Yili	China	44	81	M	no
HGDP00642.SDG	HGDP00642	BergstromScience2020	0	BedouinA.SDG	..	Israel	31	35	M	no
HGDP00694.SDG	HGDP00694	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP01259.SDG	HGDP01259	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	M	no
HGDP00187.SDG	HGDP00187	BergstromScience2020	0	Sindhi_Pakistan.SDG	..	Pakistan	25.49063551	69	M	no
HGDP00274.SDG	HGDP00274	BergstromScience2020	0	Kalash.SDG	..	Pakistan	35.99366014	71.5	U	no
HGDP00281.SDG	HGDP00281	BergstromScience2020	0	Kalash.SDG	..	Pakistan	35.99366014	71.5	M	no
HGDP01263.SDG	HGDP01263	BergstromScience2020	0	Mozabite_oEuropean.SDG	..	Algeria	32	3	M	no
HGDP01057.SDG	HGDP01057	BergstromScience2020	0	Pima.SDG	..	Mexico	29	-108	M	no
HGDP00606.SDG	HGDP00606	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	F	no
HGDP00601.SDG	HGDP00601	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	F	no
HGDP00689.SDG	HGDP00689	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00697.SDG	HGDP00697	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00064.SDG	HGDP00064	BergstromScience2020	0	Balochi.SDG	..	Pakistan	30.49871492	66.5	M	no
HGDP00222.SDG	HGDP00222	BergstromScience2020	0	Pathan.SDG	..	Pakistan	33.48700562	70.5	M	no
HGDP00007.SDG	HGDP00007	BergstromScience2020	0	Brahui.SDG	..	Pakistan	30.49871492	66.5	M	no
HGDP01062.SDG	HGDP01062	BergstromScience2020	0	Tuscan_2.SDG	Tuscany	Italy	..	..	F	Tuscan_0
HGDP00567.SDG	HGDP00567	BergstromScience2020	0	Druze.SDG	Carmel	Israel	32	35	F	no
HGDP00967.SDG	HGDP00967	BergstromScience2020	0	Yakut.SDG	..	Russia	62.98287845	129.5	F	no
HGDP00206.SDG	HGDP00206	BergstromScience2020	0	Sindhi_Pakistan.SDG	..	Pakistan	25.49063551	69	F	no
HGDP00865.SDG	HGDP00865	BergstromScience2020	0	Mayan.SDG	..	Mexico	19	-91	F	no
HGDP00731.SDG	HGDP00731	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	M	no
HGDP00664.SDG	HGDP00664	BergstromScience2020	0	Nasioi.SDG	Bougainville	Papua New Guinea	-6.48	155.83	F	no
HGDP01266.SDG	HGDP01266	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	M	no
HGDP01265.SDG	HGDP01265	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	M	no
HGDP00630.SDG	HGDP00630	BergstromScience2020	0	BedouinB.SDG	..	Israel	31	35	M	no
HGDP01064.SDG	HGDP01064	BergstromScience2020	0	Sardinian.SDG	..	Italy	40	9	F	Sardinian_0
HGDP01272.SDG	HGDP01272	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	M	no
HGDP01279.SDG	HGDP01279	BergstromScience2020	0	Mozabite.SDG	..	Algeria	32	3	M	no
HGDP00680.SDG	HGDP00680	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	F	no
HGDP00521.SDG	HGDP00521	BergstromScience2020	0	Ignore_French(discovery).SDG	..	France	46	2	M	no
HGDP01284.SDG	HGDP01284	BergstromScience2020	0	Mandenka.SDG	..	Senegal	12	-12	M	no
HGDP00456.SDG	HGDP00456	BergstromScience2020	0	Ignore_Mbuti(discovery).SDG	..	Congo	1	29	M	no
HGDP00778.SDG	HGDP00778	BergstromScience2020	0	Ignore_Han(discovery).SDG	..	China	32.26566812	114	M	no
HGDP00927.SDG	HGDP00927	BergstromScience2020	0	Ignore_Yoruba(discovery).SDG	..	Nigeria	7.4	3.9	M	no
HGDP00998.SDG	HGDP00998	BergstromScience2020	0	Ignore_Karitiana(discovery).SDG	..	Brazil	-10	-63	M	no
HGDP01307.SDG	HGDP01307	BergstromScience2020	0	Dai.SDG	..	China	21	100	M	no
HGDP00665.SDG	HGDP00665	BergstromScience2020	0	Ignore_Sardinian(discovery).SDG	..	Italy	40	9	M	Sardinian_0
HGDP01079.SDG	HGDP01079	BergstromScience2020	0	Sardinian.SDG	..	Italy	40	9	M	Sardinian_0
HGDP01078.SDG	HGDP01078	BergstromScience2020	0	Sardinian.SDG	..	Italy	40	9	F	Sardinian_0
HGDP01323.SDG	HGDP01323	BergstromScience2020	0	China_Lahu.SDG	..	China	22	100	F	no
HGDP00616.SDG	HGDP00616	BergstromScience2020	0	BedouinB.SDG	..	Israel	31	35	M	no
HGDP00725.SDG	HGDP00725	BergstromScience2020	0	Palestinian.SDG	..	Israel	32	35	M	no
HGDP01338.SDG	HGDP01338	BergstromScience2020	0	Naxi.SDG	..	China	26	100	M	no
HGDP01333.SDG	HGDP01333	BergstromScience2020	0	She.SDG	..	China	27	119	M	no
HGDP00449.SDG	HGDP00449	BergstromScience2020	0	Mbuti.SDG	..	Congo	1	29	M	no
